CD_MUN,NM_MUN,SIGLA_UF,AREA_KM2,boundbox,s_lim,o_lim,n_lim,l_lim
4119103,Piên,PR,254.792,"-49.55171521 -26.18666928, -49.34732808 -26.18666928, -49.34732808 -25.94802445, -49.55171521 -25.94802445, -49.55171521 -26.18666928","-49,55171521","-26,18666928","-49,34732808","-25,94802445"
4119152,Pinhais,PR,60.869,"-49.20348171 -25.47193599, -49.10390789 -25.47193599, -49.10390789 -25.3784417, -49.20348171 -25.3784417, -49.20348171 -25.47193599","-49,20348171","-25,47193599","-49,10390789","-25,3784417"
4119202,Pinhalão,PR,220.625,"-50.16387827 -23.9920957, -49.96368901 -23.9920957, -49.96368901 -23.73809622, -50.16387827 -23.73809622, -50.16387827 -23.9920957","-50,16387827","-23,9920957","-49,96368901","-23,73809622"
4119251,Pinhal de São Bento,PR,97.463,"-53.57378484 -26.06535082, -53.36498578 -26.06535082, -53.36498578 -25.96000398, -53.57378484 -25.96000398, -53.57378484 -26.06535082","-53,57378484","-26,06535082","-53,36498578","-25,96000398"
4119301,Pinhão,PR,2.001.588,"-52.02938673 -26.01165675, -51.30107217 -26.01165675, -51.30107217 -25.58880678, -52.02938673 -25.58880678, -52.02938673 -26.01165675","-52,02938673","-26,01165675","-51,30107217","-25,58880678"
4119400,Piraí do Sul,PR,1.345.417,"-50.20997258 -24.64677982, -49.57359568 -24.64677982, -49.57359568 -24.23941061, -50.20997258 -24.23941061, -50.20997258 -24.64677982","-50,20997258","-24,64677982","-49,57359568","-24,23941061"
4119509,Piraquara,PR,227.042,"-49.17557668 -25.55071389, -48.94098142 -25.55071389, -48.94098142 -25.3864251, -49.17557668 -25.3864251, -49.17557668 -25.55071389","-49,17557668","-25,55071389","-48,94098142","-25,3864251"
4119608,Pitanga,PR,1.663.747,"-52.11997259 -24.90113292, -51.4503521 -24.90113292, -51.4503521 -24.4492663, -52.11997259 -24.4492663, -52.11997259 -24.90113292","-52,11997259","-24,90113292","-51,4503521","-24,4492663"
4119657,Pitangueiras,PR,123.229,"-51.62279076 -23.28876671, -51.51959869 -23.28876671, -51.51959869 -23.12833051, -51.62279076 -23.12833051, -51.62279076 -23.28876671","-51,62279076","-23,28876671","-51,51959869","-23,12833051"
4119707,Planaltina do Paraná,PR,356.192,"-53.03582039 -23.24159139, -52.78791878 -23.24159139, -52.78791878 -22.94081896, -53.03582039 -22.94081896, -53.03582039 -23.24159139","-53,03582039","-23,24159139","-52,78791878","-22,94081896"
4119806,Planalto,PR,346.241,"-53.87949278 -25.82283844, -53.56643604 -25.82283844, -53.56643604 -25.64170552, -53.87949278 -25.64170552, -53.87949278 -25.82283844","-53,87949278","-25,82283844","-53,56643604","-25,64170552"
4119905,Ponta Grossa,PR,2.054.732,"-50.45869655 -25.38735252, -49.67969061 -25.38735252, -49.67969061 -24.89090495, -50.45869655 -24.89090495, -50.45869655 -25.38735252","-50,45869655","-25,38735252","-49,67969061","-24,89090495"
4119954,Pontal do Paraná,PR,200.410,"-48.59001952 -25.75076061, -48.34839332 -25.75076061, -48.34839332 -25.54471045, -48.59001952 -25.54471045, -48.59001952 -25.75076061","-48,59001952","-25,75076061","-48,34839332","-25,54471045"
4120002,Porecatu,PR,291.663,"-51.51909305 -22.83700874, -51.30742262 -22.83700874, -51.30742262 -22.65208421, -51.51909305 -22.65208421, -51.51909305 -22.83700874","-51,51909305","-22,83700874","-51,30742262","-22,65208421"
4120101,Porto Amazonas,PR,186.581,"-49.99252577 -25.61125936, -49.76659631 -25.61125936, -49.76659631 -25.44347488, -49.99252577 -25.44347488, -49.99252577 -25.61125936","-49,99252577","-25,61125936","-49,76659631","-25,44347488"
4120150,Porto Barreiro,PR,361.020,"-52.53064677 -25.70129618, -52.25566182 -25.70129618, -52.25566182 -25.4812372, -52.53064677 -25.4812372, -52.53064677 -25.70129618","-52,53064677","-25,70129618","-52,25566182","-25,4812372"
4120200,Porto Rico,PR,217.676,"-53.41040659 -22.93517918, -53.23862798 -22.93517918, -53.23862798 -22.73347085, -53.41040659 -22.73347085, -53.41040659 -22.93517918","-53,41040659","-22,93517918","-53,23862798","-22,73347085"
4120309,Porto Vitória,PR,213.013,"-51.29438044 -26.35150524, -51.12386 -26.35150524, -51.12386 -26.13031396, -51.29438044 -26.13031396, -51.29438044 -26.35150524","-51,29438044","-26,35150524","-51,12386","-26,13031396"
4120333,Prado Ferreira,PR,152.876,"-51.49207876 -23.09364674, -51.31167047 -23.09364674, -51.31167047 -22.96130165, -51.49207876 -22.96130165, -51.49207876 -23.09364674","-51,49207876","-23,09364674","-51,31167047","-22,96130165"
4120358,Pranchita,PR,226.140,"-53.84285236 -26.04507663, -53.54562669 -26.04507663, -53.54562669 -25.90160413, -53.84285236 -25.90160413, -53.84285236 -26.04507663","-53,84285236","-26,04507663","-53,54562669","-25,90160413"
4120408,Presidente Castelo Branco,PR,155.734,"-52.24402977 -23.34997974, -52.05873768 -23.34997974, -52.05873768 -23.17778096, -52.24402977 -23.17778096, -52.24402977 -23.34997974","-52,24402977","-23,34997974","-52,05873768","-23,17778096"
4120507,Primeiro de Maio,PR,414.442,"-51.18407695 -22.97676904, -50.93088382 -22.97676904, -50.93088382 -22.73880642, -51.18407695 -22.73880642, -51.18407695 -22.97676904","-51,18407695","-22,97676904","-50,93088382","-22,73880642"
4120606,Prudentópolis,PR,2.247.141,"-51.41060042 -25.51753197, -50.78175686 -25.51753197, -50.78175686 -24.75294358, -51.41060042 -24.75294358, -51.41060042 -25.51753197","-51,41060042","-25,51753197","-50,78175686","-24,75294358"
4120655,Quarto Centenário,PR,321.875,"-53.28973781 -24.40744083, -53.00847374 -24.40744083, -53.00847374 -24.22431567, -53.28973781 -24.22431567, -53.28973781 -24.40744083","-53,28973781","-24,40744083","-53,00847374","-24,22431567"
4120705,Quatiguá,PR,112.689,"-50.03916281 -23.60880849, -49.84520117 -23.60880849, -49.84520117 -23.50514845, -50.03916281 -23.50514845, -50.03916281 -23.60880849","-50,03916281","-23,60880849","-49,84520117","-23,50514845"
4120804,Quatro Barras,PR,180.471,"-49.12385433 -25.44474674, -48.89899251 -25.44474674, -48.89899251 -25.30280419, -49.12385433 -25.30280419, -49.12385433 -25.44474674","-49,12385433","-25,44474674","-48,89899251","-25,30280419"
4120853,Quatro Pontes,PR,114.393,"-54.02675862 -24.66444064, -53.9175955 -24.66444064, -53.9175955 -24.48261632, -54.02675862 -24.48261632, -54.02675862 -24.66444064","-54,02675862","-24,66444064","-53,9175955","-24,48261632"
4120903,Quedas do Iguaçu,PR,821.503,"-53.15257242 -25.61400264, -52.76507408 -25.61400264, -52.76507408 -25.27847321, -53.15257242 -25.27847321, -53.15257242 -25.61400264","-53,15257242","-25,61400264","-52,76507408","-25,27847321"
4121000,Querência do Norte,PR,914.763,"-53.71490766 -23.30595471, -53.31653098 -23.30595471, -53.31653098 -22.81386965, -53.71490766 -22.81386965, -53.71490766 -23.30595471","-53,71490766","-23,30595471","-53,31653098","-22,81386965"
4121109,Quinta do Sol,PR,326.177,"-52.26812813 -23.94635516, -52.0338537 -23.94635516, -52.0338537 -23.70552284, -52.26812813 -23.70552284, -52.26812813 -23.94635516","-52,26812813","-23,94635516","-52,0338537","-23,70552284"
4121208,Quitandinha,PR,447.024,"-49.68063807 -26.06025715, -49.36071798 -26.06025715, -49.36071798 -25.78357072, -49.68063807 -25.78357072, -49.68063807 -26.06025715","-49,68063807","-26,06025715","-49,36071798","-25,78357072"
4121257,Ramilândia,PR,237.196,"-54.19436583 -25.17652048, -53.97781915 -25.17652048, -53.97781915 -25.02244605, -54.19436583 -25.02244605, -54.19436583 -25.17652048","-54,19436583","-25,17652048","-53,97781915","-25,02244605"
4121307,Rancho Alegre,PR,167.646,"-50.99340725 -23.14909901, -50.84115856 -23.14909901, -50.84115856 -22.97875346, -50.99340725 -22.97875346, -50.99340725 -23.14909901","-50,99340725","-23,14909901","-50,84115856","-22,97875346"
4121356,Rancho Alegre D'Oeste,PR,241.386,"-53.07833799 -24.40596835, -52.86258299 -24.40596835, -52.86258299 -24.13509356, -53.07833799 -24.13509356, -53.07833799 -24.40596835","-53,07833799","-24,40596835","-52,86258299","-24,13509356"
4121406,Realeza,PR,353.416,"-53.63896258 -25.83222685, -53.46343561 -25.83222685, -53.46343561 -25.50653225, -53.63896258 -25.50653225, -53.63896258 -25.83222685","-53,63896258","-25,83222685","-53,46343561","-25,50653225"
4121505,Rebouças,PR,481.840,"-50.7889687 -25.7880376, -50.45559803 -25.7880376, -50.45559803 -25.54946548, -50.7889687 -25.54946548, -50.7889687 -25.7880376","-50,7889687","-25,7880376","-50,45559803","-25,54946548"
4121604,Renascença,PR,425.273,"-53.06818006 -26.37016846, -52.81192025 -26.37016846, -52.81192025 -26.07088146, -53.06818006 -26.07088146, -53.06818006 -26.37016846","-53,06818006","-26,37016846","-52,81192025","-26,07088146"
4121703,Reserva,PR,1.635.535,"-51.19326509 -24.86405801, -50.71991898 -24.86405801, -50.71991898 -24.32338696, -51.19326509 -24.32338696, -51.19326509 -24.86405801","-51,19326509","-24,86405801","-50,71991898","-24,32338696"
4121752,Reserva do Iguaçu,PR,834.232,"-52.16858335 -26.02674654, -51.79545532 -26.02674654, -51.79545532 -25.71987056, -52.16858335 -25.71987056, -52.16858335 -26.02674654","-52,16858335","-26,02674654","-51,79545532","-25,71987056"
4121802,Ribeirão Claro,PR,629.224,"-49.89302055 -23.4421545, -49.62159517 -23.4421545, -49.62159517 -23.08920638, -49.89302055 -23.08920638, -49.89302055 -23.4421545","-49,89302055","-23,4421545","-49,62159517","-23,08920638"
4121901,Ribeirão do Pinhal,PR,374.732,"-50.50706174 -23.59791971, -50.29811831 -23.59791971, -50.29811831 -23.24870366, -50.50706174 -23.24870366, -50.50706174 -23.59791971","-50,50706174","-23,59791971","-50,29811831","-23,24870366"
4122008,Rio Azul,PR,599.056,"-51.00705732 -25.87723335, -50.59889103 -25.87723335, -50.59889103 -25.58479847, -51.00705732 -25.58479847, -51.00705732 -25.87723335","-51,00705732","-25,87723335","-50,59889103","-25,58479847"
4122107,Rio Bom,PR,177.836,"-51.51421198 -23.88342758, -51.34829116 -23.88342758, -51.34829116 -23.70881606, -51.51421198 -23.70881606, -51.51421198 -23.88342758","-51,51421198","-23,88342758","-51,34829116","-23,70881606"
4122156,Rio Bonito do Iguaçu,PR,681.406,"-52.78827518 -25.69886746, -52.41137475 -25.69886746, -52.41137475 -25.41839417, -52.78827518 -25.41839417, -52.78827518 -25.69886746","-52,78827518","-25,69886746","-52,41137475","-25,41839417"
4122172,Rio Branco do Ivaí,PR,376.109,"-51.48893611 -24.43903717, -51.16909609 -24.43903717, -51.16909609 -24.24889085, -51.48893611 -24.24889085, -51.48893611 -24.43903717","-51,48893611","-24,43903717","-51,16909609","-24,24889085"
4122206,Rio Branco do Sul,PR,811.425,"-49.5800744 -25.23432735, -49.06352574 -25.23432735, -49.06352574 -24.87641614, -49.5800744 -24.87641614, -49.5800744 -25.23432735","-49,5800744","-25,23432735","-49,06352574","-24,87641614"
4122305,Rio Negro,PR,604.138,"-49.94061444 -26.23735304, -49.4859805 -26.23735304, -49.4859805 -25.94296243, -49.94061444 -25.94296243, -49.94061444 -26.23735304","-49,94061444","-26,23735304","-49,4859805","-25,94296243"
4122404,Rolândia,PR,459.024,"-51.54111998 -23.39504823, -51.29001039 -23.39504823, -51.29001039 -23.16717836, -51.54111998 -23.16717836, -51.54111998 -23.39504823","-51,54111998","-23,39504823","-51,29001039","-23,16717836"
4122503,Roncador,PR,742.121,"-52.51752904 -24.72980372, -52.01354664 -24.72980372, -52.01354664 -24.41414038, -52.51752904 -24.41414038, -52.51752904 -24.72980372","-52,51752904","-24,72980372","-52,01354664","-24,41414038"
4122602,Rondon,PR,555.125,"-52.98557377 -23.61963547, -52.6379834 -23.61963547, -52.6379834 -23.31100197, -52.98557377 -23.31100197, -52.98557377 -23.61963547","-52,98557377","-23,61963547","-52,6379834","-23,31100197"
4122651,Rosário do Ivaí,PR,377.470,"-51.35001449 -24.4681073, -51.07792765 -24.4681073, -51.07792765 -24.15889773, -51.35001449 -24.15889773, -51.35001449 -24.4681073","-51,35001449","-24,4681073","-51,07792765","-24,15889773"
4122701,Sabáudia,PR,190.329,"-51.69020617 -23.43428062, -51.50040712 -23.43428062, -51.50040712 -23.26288151, -51.69020617 -23.26288151, -51.69020617 -23.43428062","-51,69020617","-23,43428062","-51,50040712","-23,26288151"
4122800,Salgado Filho,PR,181.015,"-53.54586412 -26.21346229, -53.29848222 -26.21346229, -53.29848222 -26.05276797, -53.54586412 -26.05276797, -53.54586412 -26.21346229","-53,54586412","-26,21346229","-53,29848222","-26,05276797"
4122909,Salto do Itararé,PR,200.520,"-49.83094918 -23.71835981, -49.59874379 -23.71835981, -49.59874379 -23.5233026, -49.83094918 -23.5233026, -49.83094918 -23.71835981","-49,83094918","-23,71835981","-49,59874379","-23,5233026"
4123006,Salto do Lontra,PR,312.717,"-53.39359924 -25.88109564, -53.13877178 -25.88109564, -53.13877178 -25.66778663, -53.39359924 -25.66778663, -53.39359924 -25.88109564","-53,39359924","-25,88109564","-53,13877178","-25,66778663"
4123105,Santa Amélia,PR,78.045,"-50.47677245 -23.29985252, -50.30416303 -23.29985252, -50.30416303 -23.2084396, -50.47677245 -23.2084396, -50.47677245 -23.29985252","-50,47677245","-23,29985252","-50,30416303","-23,2084396"
4123204,Santa Cecília do Pavão,PR,105.076,"-50.88433729 -23.58557019, -50.69734795 -23.58557019, -50.69734795 -23.48658461, -50.88433729 -23.48658461, -50.88433729 -23.58557019","-50,88433729","-23,58557019","-50,69734795","-23,48658461"
4123303,Santa Cruz de Monte Castelo,PR,442.013,"-53.51571003 -23.25102272, -53.22932122 -23.25102272, -53.22932122 -22.91248926, -53.51571003 -22.91248926, -53.51571003 -23.25102272","-53,51571003","-23,25102272","-53,22932122","-22,91248926"
4123402,Santa Fé,PR,276.241,"-51.91503334 -23.174394, -51.749377 -23.174394, -51.749377 -22.9453617, -51.91503334 -22.9453617, -51.91503334 -23.174394","-51,91503334","-23,174394","-51,749377","-22,9453617"
4123501,Santa Helena,PR,754.701,"-54.45724905 -25.04151506, -54.14507667 -25.04151506, -54.14507667 -24.6945264, -54.45724905 -24.6945264, -54.45724905 -25.04151506","-54,45724905","-25,04151506","-54,14507667","-24,6945264"
4123600,Santa Inês,PR,156.935,"-51.95900826 -22.83617832, -51.85582719 -22.83617832, -51.85582719 -22.60192445, -51.95900826 -22.60192445, -51.95900826 -22.83617832","-51,95900826","-22,83617832","-51,85582719","-22,60192445"
4123709,Santa Isabel do Ivaí,PR,349.497,"-53.35025147 -23.24686354, -53.12979781 -23.24686354, -53.12979781 -22.97312029, -53.35025147 -22.97312029, -53.35025147 -23.24686354","-53,35025147","-23,24686354","-53,12979781","-22,97312029"
4123808,Santa Izabel do Oeste,PR,321.182,"-53.51092361 -25.92765426, -53.32580849 -25.92765426, -53.32580849 -25.62820092, -53.51092361 -25.62820092, -53.51092361 -25.92765426","-53,51092361","-25,92765426","-53,32580849","-25,62820092"
4123824,Santa Lúcia,PR,126.813,"-53.62692353 -25.44260316, -53.47459675 -25.44260316, -53.47459675 -25.33298778, -53.62692353 -25.33298778, -53.62692353 -25.44260316","-53,62692353","-25,44260316","-53,47459675","-25,33298778"
4123857,Santa Maria do Oeste,PR,836.669,"-52.15225645 -25.05326702, -51.65906342 -25.05326702, -51.65906342 -24.75285752, -52.15225645 -24.75285752, -52.15225645 -25.05326702","-52,15225645","-25,05326702","-51,65906342","-24,75285752"
4123907,Santa Mariana,PR,427.193,"-50.6372967 -23.2082885, -50.43696694 -23.2082885, -50.43696694 -22.90394449, -50.6372967 -22.90394449, -50.6372967 -23.2082885","-50,6372967","-23,2082885","-50,43696694","-22,90394449"
4123956,Santa Mônica,PR,259.957,"-53.20880135 -23.24430155, -53.02143222 -23.24430155, -53.02143222 -23.04285712, -53.20880135 -23.04285712, -53.20880135 -23.24430155","-53,20880135","-23,24430155","-53,02143222","-23,04285712"
4124004,Santana do Itararé,PR,251.269,"-49.76718415 -23.84686395, -49.54843335 -23.84686395, -49.54843335 -23.65211607, -49.76718415 -23.65211607, -49.76718415 -23.84686395","-49,76718415","-23,84686395","-49,54843335","-23,65211607"
4124020,Santa Tereza do Oeste,PR,326.190,"-53.73253895 -25.16911587, -53.50319389 -25.16911587, -53.50319389 -24.8709362, -53.73253895 -24.8709362, -53.73253895 -25.16911587","-53,73253895","-25,16911587","-53,50319389","-24,8709362"
4124053,Santa Terezinha de Itaipu,PR,268.258,"-54.5076101 -25.55251362, -54.32690918 -25.55251362, -54.32690918 -25.32465061, -54.5076101 -25.32465061, -54.5076101 -25.55251362","-54,5076101","-25,55251362","-54,32690918","-25,32465061"
4124103,Santo Antônio da Platina,PR,721.472,"-50.24282436 -23.45265028, -49.9251069 -23.45265028, -49.9251069 -23.12255971, -50.24282436 -23.12255971, -50.24282436 -23.45265028","-50,24282436","-23,45265028","-49,9251069","-23,12255971"
4124202,Santo Antônio do Caiuá,PR,219.068,"-52.42145936 -22.77630282, -52.2748254 -22.77630282, -52.2748254 -22.61059819, -52.42145936 -22.61059819, -52.42145936 -22.77630282","-52,42145936","-22,77630282","-52,2748254","-22,61059819"
4124301,Santo Antônio do Paraíso,PR,167.014,"-50.6972089 -23.71198706, -50.56316925 -23.71198706, -50.56316925 -23.45219366, -50.6972089 -23.45219366, -50.6972089 -23.71198706","-50,6972089","-23,71198706","-50,56316925","-23,45219366"
4124400,Santo Antônio do Sudoeste,PR,325.651,"-53.74312372 -26.1765551, -53.51213928 -26.1765551, -53.51213928 -25.95412292, -53.74312372 -25.95412292, -53.74312372 -26.1765551","-53,74312372","-26,1765551","-53,51213928","-25,95412292"
4124509,Santo Inácio,PR,280.133,"-51.87082516 -22.83101554, -51.71757548 -22.83101554, -51.71757548 -22.61412691, -51.87082516 -22.61412691, -51.87082516 -22.83101554","-51,87082516","-22,83101554","-51,71757548","-22,61412691"
4124608,São Carlos do Ivaí,PR,225.079,"-52.57944997 -23.46970281, -52.42070044 -23.46970281, -52.42070044 -23.26607406, -52.57944997 -23.26607406, -52.57944997 -23.46970281","-52,57944997","-23,46970281","-52,42070044","-23,26607406"
4124707,São Jerônimo da Serra,PR,823.774,"-50.95335449 -23.89469386, -50.54649669 -23.89469386, -50.54649669 -23.51974074, -50.95335449 -23.51974074, -50.95335449 -23.89469386","-50,95335449","-23,89469386","-50,54649669","-23,51974074"
4124806,São João,PR,388.059,"-52.94441409 -25.91741426, -52.67358376 -25.91741426, -52.67358376 -25.56565426, -52.94441409 -25.56565426, -52.94441409 -25.91741426","-52,94441409","-25,91741426","-52,67358376","-25,56565426"
4124905,São João do Caiuá,PR,304.413,"-52.42287762 -22.9322668, -52.22866081 -22.9322668, -52.22866081 -22.72997027, -52.42287762 -22.72997027, -52.42287762 -22.9322668","-52,42287762","-22,9322668","-52,22866081","-22,72997027"
4125001,São João do Ivaí,PR,353.331,"-51.96800957 -24.10384955, -51.6759321 -24.10384955, -51.6759321 -23.9008006, -51.96800957 -23.9008006, -51.96800957 -24.10384955","-51,96800957","-24,10384955","-51,6759321","-23,9008006"
4125100,São João do Triunfo,PR,720.407,"-50.48999999 -25.84118448, -50.08603847 -25.84118448, -50.08603847 -25.52777529, -50.48999999 -25.52777529, -50.48999999 -25.84118448","-50,48999999","-25,84118448","-50,08603847","-25,52777529"
4125209,São Jorge d'Oeste,PR,379.545,"-53.11595293 -25.78729328, -52.81160659 -25.78729328, -52.81160659 -25.53453402, -53.11595293 -25.53453402, -53.11595293 -25.78729328","-53,11595293","-25,78729328","-52,81160659","-25,53453402"
4125308,São Jorge do Ivaí,PR,315.088,"-52.42197368 -23.55763874, -52.17901446 -23.55763874, -52.17901446 -23.3141307, -52.42197368 -23.3141307, -52.42197368 -23.55763874","-52,42197368","-23,55763874","-52,17901446","-23,3141307"
4125357,São Jorge do Patrocínio,PR,406.413,"-54.08360612 -23.81771464, -53.75868053 -23.81771464, -53.75868053 -23.62824899, -54.08360612 -23.62824899, -54.08360612 -23.81771464","-54,08360612","-23,81771464","-53,75868053","-23,62824899"
4125407,São José da Boa Vista,PR,399.667,"-49.79302714 -24.08409725, -49.53580173 -24.08409725, -49.53580173 -23.82627981, -49.79302714 -23.82627981, -49.79302714 -24.08409725","-49,79302714","-24,08409725","-49,53580173","-23,82627981"
4125456,São José das Palmeiras,PR,182.419,"-54.21431814 -24.87867902, -54.03241111 -24.87867902, -54.03241111 -24.75492053, -54.21431814 -24.75492053, -54.21431814 -24.87867902","-54,21431814","-24,87867902","-54,03241111","-24,75492053"
4125506,São José dos Pinhais,PR,946.435,"-49.27142063 -25.83174343, -48.84256111 -25.83174343, -48.84256111 -25.462565, -49.27142063 -25.462565, -49.27142063 -25.83174343","-49,27142063","-25,83174343","-48,84256111","-25,462565"
4125555,São Manoel do Paraná,PR,95.381,"-52.66965523 -23.44026734, -52.53881584 -23.44026734, -52.53881584 -23.31713953, -52.66965523 -23.31713953, -52.66965523 -23.44026734","-52,66965523","-23,44026734","-52,53881584","-23,31713953"
4125605,São Mateus do Sul,PR,1.341.714,"-50.67698884 -26.13527991, -50.21733422 -26.13527991, -50.21733422 -25.71999394, -50.67698884 -25.71999394, -50.67698884 -26.13527991","-50,67698884","-26,13527991","-50,21733422","-25,71999394"
4125704,São Miguel do Iguaçu,PR,851.917,"-54.3999125 -25.59756356, -54.1069881 -25.59756356, -54.1069881 -25.19921429, -54.3999125 -25.19921429, -54.3999125 -25.59756356","-54,3999125","-25,59756356","-54,1069881","-25,19921429"
4125753,São Pedro do Iguaçu,PR,308.324,"-54.06550967 -24.99957458, -53.67439152 -24.99957458, -53.67439152 -24.77486534, -54.06550967 -24.77486534, -54.06550967 -24.99957458","-54,06550967","-24,99957458","-53,67439152","-24,77486534"
4125803,São Pedro do Ivaí,PR,322.692,"-52.00857179 -23.93383206, -51.73453039 -23.93383206, -51.73453039 -23.72597255, -52.00857179 -23.72597255, -52.00857179 -23.93383206","-52,00857179","-23,93383206","-51,73453039","-23,72597255"
4125902,São Pedro do Paraná,PR,250.654,"-53.28870913 -22.89952381, -53.09905094 -22.89952381, -53.09905094 -22.65212413, -53.28870913 -22.65212413, -53.28870913 -22.89952381","-53,28870913","-22,89952381","-53,09905094","-22,65212413"
4126009,São Sebastião da Amoreira,PR,226.872,"-50.80592958 -23.55676867, -50.62448628 -23.55676867, -50.62448628 -23.34735727, -50.80592958 -23.34735727, -50.80592958 -23.55676867","-50,80592958","-23,55676867","-50,62448628","-23,34735727"
4126108,São Tomé,PR,218.623,"-52.67174563 -23.59493215, -52.39018682 -23.59493215, -52.39018682 -23.45288194, -52.67174563 -23.45288194, -52.67174563 -23.59493215","-52,67174563","-23,59493215","-52,39018682","-23,45288194"
4126207,Sapopema,PR,677.609,"-50.80492156 -24.03009164, -50.41834558 -24.03009164, -50.41834558 -23.73542067, -50.80492156 -23.73542067, -50.80492156 -24.03009164","-50,80492156","-24,03009164","-50,41834558","-23,73542067"
4126256,Sarandi,PR,103.501,"-51.92819885 -23.56076172, -51.79713479 -23.56076172, -51.79713479 -23.39267757, -51.92819885 -23.39267757, -51.92819885 -23.56076172","-51,92819885","-23,56076172","-51,79713479","-23,39267757"
4126272,Saudade do Iguaçu,PR,152.084,"-52.67733785 -25.80132006, -52.53969809 -25.80132006, -52.53969809 -25.60828291, -52.67733785 -25.60828291, -52.67733785 -25.80132006","-52,67733785","-25,80132006","-52,53969809","-25,60828291"
4126306,Sengés,PR,1.441.333,"-49.63441021 -24.61421213, -49.20067852 -24.61421213, -49.20067852 -23.9162336, -49.63441021 -23.9162336, -49.63441021 -24.61421213","-49,63441021","-24,61421213","-49,20067852","-23,9162336"
4126355,Serranópolis do Iguaçu,PR,482.394,"-54.15410456 -25.61957959, -53.89113549 -25.61957959, -53.89113549 -25.33437393, -54.15410456 -25.33437393, -54.15410456 -25.61957959","-54,15410456","-25,61957959","-53,89113549","-25,33437393"
4126405,Sertaneja,PR,444.492,"-51.00772104 -23.12115879, -50.77081892 -23.12115879, -50.77081892 -22.78210034, -51.00772104 -22.78210034, -51.00772104 -23.12115879","-51,00772104","-23,12115879","-50,77081892","-22,78210034"
4126504,Sertanópolis,PR,505.532,"-51.17052798 -23.2008715, -50.94126804 -23.2008715, -50.94126804 -22.93270547, -51.17052798 -22.93270547, -51.17052798 -23.2008715","-51,17052798","-23,2008715","-50,94126804","-22,93270547"
4126603,Siqueira Campos,PR,278.035,"-49.90953345 -23.7656411, -49.65112665 -23.7656411, -49.65112665 -23.54631764, -49.90953345 -23.54631764, -49.90953345 -23.7656411","-49,90953345","-23,7656411","-49,65112665","-23,54631764"
4126652,Sulina,PR,170.759,"-52.78321675 -25.76543567, -52.615993 -25.76543567, -52.615993 -25.57002983, -52.78321675 -25.57002983, -52.78321675 -25.76543567","-52,78321675","-25,76543567","-52,615993","-25,57002983"
4126678,Tamarana,PR,472.155,"-51.19042706 -23.92959622, -50.87557607 -23.92959622, -50.87557607 -23.70305959, -51.19042706 -23.70305959, -51.19042706 -23.92959622","-51,19042706","-23,92959622","-50,87557607","-23,70305959"
4126702,Tamboara,PR,193.346,"-52.5469431 -23.26782946, -52.42051961 -23.26782946, -52.42051961 -23.1307526, -52.5469431 -23.1307526, -52.5469431 -23.26782946","-52,5469431","-23,26782946","-52,42051961","-23,1307526"
4126801,Tapejara,PR,591.399,"-53.04822223 -23.80774224, -52.69601741 -23.80774224, -52.69601741 -23.47626141, -53.04822223 -23.47626141, -53.04822223 -23.80774224","-53,04822223","-23,80774224","-52,69601741","-23,47626141"
4126900,Tapira,PR,434.371,"-53.234088 -23.48239631, -52.99670939 -23.48239631, -52.99670939 -23.19406866, -53.234088 -23.19406866, -53.234088 -23.48239631","-53,234088","-23,48239631","-52,99670939","-23,19406866"
4127007,Teixeira Soares,PR,902.793,"-50.57599855 -25.53077266, -50.26183201 -25.53077266, -50.26183201 -25.08996016, -50.57599855 -25.08996016, -50.57599855 -25.53077266","-50,57599855","-25,53077266","-50,26183201","-25,08996016"
4127106,Telêmaco Borba,PR,1.382.860,"-50.74129175 -24.47101466, -50.26883379 -24.47101466, -50.26883379 -24.03663531, -50.74129175 -24.03663531, -50.74129175 -24.47101466","-50,74129175","-24,47101466","-50,26883379","-24,03663531"
4127205,Terra Boa,PR,320.850,"-52.51891699 -23.83812183, -52.25980346 -23.83812183, -52.25980346 -23.55249101, -52.51891699 -23.55249101, -52.51891699 -23.83812183","-52,51891699","-23,83812183","-52,25980346","-23,55249101"
4127304,Terra Rica,PR,700.599,"-52.84935719 -22.87348498, -52.53781048 -22.87348498, -52.53781048 -22.56593315, -52.84935719 -22.56593315, -52.84935719 -22.87348498","-52,84935719","-22,87348498","-52,53781048","-22,56593315"
4127403,Terra Roxa,PR,800.807,"-54.1789796 -24.39668081, -53.95860691 -24.39668081, -53.95860691 -23.98140567, -54.1789796 -23.98140567, -54.1789796 -24.39668081","-54,1789796","-24,39668081","-53,95860691","-23,98140567"
4127502,Tibagi,PR,2.977.933,"-50.87695581 -25.00764016, -50.08600266 -25.00764016, -50.08600266 -24.36223994, -50.87695581 -24.36223994, -50.87695581 -25.00764016","-50,87695581","-25,00764016","-50,08600266","-24,36223994"
4127601,Tijucas do Sul,PR,671.889,"-49.30564229 -26.0312704, -48.9540999 -26.0312704, -48.9540999 -25.74033195, -49.30564229 -25.74033195, -49.30564229 -26.0312704","-49,30564229","-26,0312704","-48,9540999","-25,74033195"
4127700,Toledo,PR,1.198.049,"-54.0426095 -24.94232675, -53.53488936 -24.94232675, -53.53488936 -24.45297396, -54.0426095 -24.45297396, -54.0426095 -24.94232675","-54,0426095","-24,94232675","-53,53488936","-24,45297396"
